id,Country,Year,DiseaseName,DiseaseCategory,PrevalenceRate,IncidenceRate,MortalityRate,AgeGroup,Gender,PopulationAffected,HealthcareAccess,DoctorsPer1000,HospitalBedsPer1000,TreatmentType,AverageTreatmentCost,AvailabilityOfVaccinesTreatment,RecoveryRate,DALYs,ImprovementIn5Years,PerCapitaIncome,EducationIndex,UrbanizationRate
730,Indonesia,2012,COVID-19,Neurological,12.01,10.21,9.43,0-18,Other,834248,96.83,2.27,3.5,Therapy,34289.0,No,72.95,2210.0,8.96,926.0,0.75,67.75
736,Saudi Arabia,2010,Diabetes,Genetic,19.47,14.21,5.53,36-60,Male,901255,70.93,4.8,8.91,Therapy,38904.0,No,82.36,3554.0,9.26,82821.0,0.7,65.47
738,Brazil,2002,Rabies,Neurological,19.75,10.87,4.9,19-35,Female,824432,84.07,3.6,7.22,Vaccination,6190.0,No,69.14,3711.0,3.31,13062.0,0.83,77.16
741,UK,2012,Hepatitis,Bacterial,6.3,12.23,8.42,19-35,Female,733285,81.65,4.49,3.79,Surgery,1029.0,No,77.71,753.0,6.87,96115.0,0.72,78.05
748,Indonesia,2005,Zika,Neurological,4.31,11.47,2.45,0-18,Female,124615,54.63,0.9,4.35,Therapy,14553.0,No,59.93,850.0,9.31,21119.0,0.46,25.47
749,India,2013,COVID-19,Autoimmune,16.6,11.5,4.44,36-60,Other,498954,69.93,2.79,4.89,Vaccination,21654.0,Yes,89.74,3242.0,6.61,50363.0,0.68,76.19
750,Germany,2019,COVID-19,Chronic,4.17,5.31,6.46,36-60,Other,855790,88.37,2.33,9.24,Therapy,24630.0,No,80.8,713.0,6.72,16047.0,0.5,39.95
755,Brazil,2001,Cholera,Metabolic,3.52,13.88,1.8,61+,Other,546170,57.17,3.08,9.7,Therapy,1792.0,Yes,78.22,1615.0,5.23,95190.0,0.81,65.42
764,South Korea,2000,Dengue,Metabolic,4.73,14.28,7.64,36-60,Male,492393,97.59,3.88,2.58,Medication,47922.0,No,95.28,2128.0,6.03,78185.0,0.62,87.51
765,Canada,2022,COVID-19,Neurological,16.8,5.43,5.38,0-18,Female,521105,76.08,4.54,4.94,Vaccination,7805.0,Yes,67.53,2956.0,2.4,2421.0,0.49,44.3
768,USA,2020,Polio,Parasitic,18.4,0.35,9.74,61+,Male,206560,75.96,2.25,6.4,Vaccination,47340.0,No,74.75,1897.0,0.82,58788.0,0.5,50.89
769,Nigeria,2024,Cancer,Viral,16.21,2.77,2.93,36-60,Female,867980,57.94,2.65,9.33,Vaccination,14395.0,No,63.28,2797.0,7.61,99905.0,0.78,81.05
773,Turkey,2004,Parkinson's Disease,Infectious,5.53,7.08,1.71,0-18,Male,224423,88.59,1.97,7.86,Surgery,4875.0,Yes,91.81,4289.0,5.93,86834.0,0.82,21.72
779,Australia,2010,Zika,Bacterial,15.22,4.81,1.37,61+,Female,451151,88.87,2.4,3.04,Medication,11537.0,Yes,86.65,2718.0,0.51,82373.0,0.7,74.92
793,Mexico,2016,Hepatitis,Respiratory,5.19,13.83,5.67,36-60,Male,301969,53.03,3.0,2.01,Surgery,39372.0,Yes,77.88,973.0,3.67,96168.0,0.72,75.37
801,Russia,2009,Dengue,Genetic,3.82,5.91,6.13,36-60,Female,991599,93.08,0.62,8.2,Therapy,21106.0,No,56.65,1023.0,9.05,97493.0,0.63,76.31
804,Germany,2007,Tuberculosis,Infectious,18.68,4.82,2.46,19-35,Male,882446,87.79,2.19,7.8,Therapy,19849.0,No,54.24,3762.0,2.3,40785.0,0.76,47.34
811,South Africa,2001,Diabetes,Chronic,14.3,13.71,2.03,19-35,Male,699578,69.12,1.8,1.77,Therapy,1601.0,No,78.96,2571.0,5.27,90761.0,0.78,59.06
817,USA,2020,Cholera,Metabolic,1.79,6.89,6.44,19-35,Female,804321,75.87,2.88,4.41,Vaccination,49936.0,No,55.23,4819.0,9.8,35748.0,0.83,38.94
821,South Korea,2003,Rabies,Infectious,13.55,2.97,7.24,0-18,Female,511324,91.57,1.59,2.02,Surgery,41910.0,Yes,93.6,1838.0,4.42,28572.0,0.68,65.96
825,Saudi Arabia,2018,Parkinson's Disease,Respiratory,19.61,0.72,2.37,0-18,Male,809469,98.63,0.97,9.0,Therapy,15422.0,No,79.1,2240.0,1.4,31263.0,0.66,86.95
826,India,2005,Parkinson's Disease,Viral,11.67,1.93,3.11,61+,Other,996897,66.03,4.71,3.73,Therapy,23340.0,No,68.61,1329.0,4.84,55850.0,0.47,20.32
829,Canada,2018,Malaria,Chronic,16.42,3.41,7.48,36-60,Female,955473,53.11,0.75,8.38,Therapy,37492.0,No,51.76,863.0,4.72,97769.0,0.79,41.66
831,Nigeria,2013,HIV/AIDS,Neurological,19.32,13.5,0.95,61+,Female,920304,56.47,2.53,9.25,Surgery,22921.0,Yes,57.05,4551.0,6.95,95227.0,0.69,88.93
842,Russia,2005,Ebola,Genetic,12.47,9.57,0.95,36-60,Male,8950,95.35,3.79,6.12,Medication,32936.0,Yes,77.42,518.0,4.82,91783.0,0.68,34.14
844,South Africa,2021,Parkinson's Disease,Genetic,3.02,2.83,5.52,0-18,Male,541943,69.57,1.78,4.39,Therapy,11794.0,Yes,82.42,4468.0,2.26,82604.0,0.7,55.97
846,Brazil,2004,Polio,Parasitic,16.53,14.5,8.91,19-35,Other,861609,88.6,0.51,8.9,Medication,15826.0,Yes,98.38,2680.0,5.48,3938.0,0.53,47.3
847,Turkey,2006,COVID-19,Cardiovascular,19.79,7.23,9.08,36-60,Female,470008,94.92,4.96,6.8,Surgery,43965.0,Yes,85.53,2845.0,1.09,36478.0,0.89,41.14
858,UK,2015,Dengue,Bacterial,7.42,10.64,6.19,61+,Other,642560,50.51,4.24,4.56,Therapy,36131.0,Yes,61.01,4846.0,4.8,53927.0,0.52,25.49
859,UK,2000,Zika,Neurological,10.98,1.33,5.07,36-60,Other,320551,54.32,0.56,5.47,Medication,8589.0,No,68.98,4360.0,2.1,98356.0,0.66,39.71
868,Germany,2021,HIV/AIDS,Parasitic,1.08,8.36,6.87,61+,Other,555142,85.3,1.9,8.01,Therapy,28326.0,No,89.12,3401.0,0.18,51588.0,0.87,75.51
869,Canada,2007,Diabetes,Neurological,19.43,12.51,6.25,36-60,Male,170799,85.9,4.92,3.34,Surgery,23036.0,Yes,76.33,113.0,2.15,45132.0,0.79,84.37
875,Japan,2022,Alzheimer's Disease,Cardiovascular,17.17,6.87,3.9,19-35,Male,826557,65.22,0.8,4.68,Vaccination,46984.0,Yes,57.52,4006.0,6.33,33944.0,0.85,40.1
881,Australia,2003,Ebola,Bacterial,1.96,9.44,4.63,19-35,Female,709402,74.43,2.33,7.4,Vaccination,43102.0,No,87.56,3132.0,4.21,81196.0,0.66,21.82
887,Mexico,2014,Cancer,Metabolic,16.87,6.57,8.16,19-35,Other,59421,92.85,3.75,3.33,Medication,40432.0,Yes,59.24,22.0,7.19,88929.0,0.75,33.42
888,Australia,2015,HIV/AIDS,Infectious,3.46,5.98,7.23,19-35,Other,958022,66.13,2.35,2.26,Medication,32105.0,Yes,64.68,1024.0,2.99,45906.0,0.66,22.29
892,Canada,2004,Zika,Chronic,8.5,13.84,4.81,0-18,Female,933501,80.65,2.12,9.21,Therapy,30755.0,Yes,86.67,4558.0,3.69,88317.0,0.82,63.4
901,Mexico,2012,Leprosy,Respiratory,10.43,6.54,7.51,0-18,Other,660978,52.33,1.16,6.09,Medication,27828.0,No,95.3,4792.0,8.89,66525.0,0.56,30.04
902,USA,2023,Polio,Infectious,10.51,6.11,4.55,61+,Female,670291,81.84,4.62,2.27,Vaccination,2143.0,Yes,75.99,2624.0,3.24,78524.0,0.42,36.5
907,Nigeria,2022,HIV/AIDS,Neurological,7.91,9.36,7.1,36-60,Male,735231,95.92,4.88,1.47,Therapy,17082.0,No,59.1,4089.0,4.05,70375.0,0.45,28.78
909,Nigeria,2022,Polio,Genetic,3.1,6.03,1.57,19-35,Other,485287,63.98,0.92,1.45,Vaccination,8073.0,Yes,88.13,4676.0,1.54,38153.0,0.72,79.87
910,China,2023,Parkinson's Disease,Metabolic,1.63,11.94,9.35,0-18,Female,820933,70.51,4.92,3.36,Surgery,43703.0,Yes,60.97,779.0,6.29,64087.0,0.76,21.24
919,Brazil,2016,Cancer,Chronic,15.92,12.8,4.39,0-18,Other,532124,72.16,4.87,9.51,Medication,25310.0,No,66.56,4789.0,0.34,34235.0,0.44,89.97
920,Argentina,2019,Polio,Chronic,6.78,2.86,1.98,0-18,Other,407762,57.43,2.79,8.17,Medication,16508.0,No,64.51,2926.0,8.08,22392.0,0.8,34.67
924,Russia,2018,Hypertension,Respiratory,0.21,3.51,5.3,36-60,Female,923561,53.62,3.7,5.3,Therapy,19439.0,No,77.38,2007.0,6.78,61038.0,0.5,71.89
925,Nigeria,2022,Rabies,Autoimmune,16.84,14.01,9.32,19-35,Male,355034,98.87,4.54,5.46,Therapy,40931.0,Yes,87.21,874.0,8.64,35206.0,0.52,26.88
927,Argentina,2013,Diabetes,Parasitic,18.99,11.28,1.3,19-35,Female,211440,52.36,4.74,3.08,Surgery,14725.0,No,81.76,2101.0,5.57,77834.0,0.52,31.62
928,Russia,2024,Influenza,Autoimmune,5.14,2.44,6.54,61+,Other,847872,87.65,3.36,9.65,Vaccination,40348.0,No,87.0,2814.0,9.8,86514.0,0.63,77.53
930,Turkey,2002,Leprosy,Chronic,12.39,11.03,6.79,36-60,Other,692357,70.56,4.74,6.7,Vaccination,2043.0,Yes,57.79,2544.0,3.43,79056.0,0.67,33.63
931,Turkey,2022,Hypertension,Parasitic,7.82,0.38,4.99,61+,Other,464661,98.18,3.13,7.7,Surgery,25003.0,Yes,50.65,963.0,3.15,42456.0,0.65,58.32
933,China,2013,Rabies,Autoimmune,14.81,14.94,6.28,0-18,Male,610333,70.82,0.7,2.18,Vaccination,2766.0,No,54.34,437.0,3.15,8419.0,0.58,84.7
935,Japan,2011,HIV/AIDS,Genetic,0.67,14.63,2.55,36-60,Male,133769,82.3,4.98,1.04,Surgery,35639.0,No,96.41,1673.0,5.83,56252.0,0.82,65.73
939,Turkey,2013,Diabetes,Autoimmune,1.09,10.39,8.03,19-35,Female,805859,52.41,1.11,8.81,Vaccination,35711.0,No,89.4,493.0,3.1,55824.0,0.42,31.91
940,South Korea,2019,Dengue,Parasitic,18.07,2.72,6.92,61+,Female,75697,84.79,4.94,1.81,Surgery,40484.0,Yes,75.33,2965.0,9.96,37158.0,0.71,60.78
946,Saudi Arabia,2015,Parkinson's Disease,Neurological,14.99,8.18,4.48,0-18,Male,109045,85.74,2.89,5.31,Medication,41696.0,Yes,80.93,2969.0,1.42,46209.0,0.54,36.1
947,Brazil,2019,Influenza,Autoimmune,1.71,2.55,8.21,36-60,Other,556011,99.56,0.54,5.44,Therapy,44782.0,No,79.39,997.0,1.51,83358.0,0.87,41.08
957,Canada,2009,Ebola,Parasitic,2.55,6.08,7.14,19-35,Other,6835,61.58,4.47,5.32,Medication,44808.0,No,51.23,1267.0,9.97,33833.0,0.89,35.16
959,South Korea,2002,Hypertension,Bacterial,7.84,5.73,7.7,19-35,Female,530707,84.97,1.72,1.23,Vaccination,13363.0,Yes,86.71,408.0,4.07,38710.0,0.75,77.85
973,Turkey,2004,Dengue,Genetic,10.78,10.07,3.49,19-35,Male,117012,73.04,0.62,4.24,Medication,23066.0,No,94.31,3949.0,6.7,32631.0,0.47,79.18
989,South Africa,2003,Ebola,Bacterial,8.8,9.41,6.35,36-60,Female,273923,94.43,1.07,9.31,Vaccination,24079.0,No,56.81,2126.0,4.41,41826.0,0.67,47.74
990,Saudi Arabia,2012,Diabetes,Chronic,10.31,10.69,8.31,0-18,Female,606557,83.79,4.59,2.46,Surgery,44372.0,No,79.3,742.0,1.45,25781.0,0.62,44.29
1003,Nigeria,2004,Rabies,Respiratory,13.16,6.01,7.77,61+,Male,383271,93.48,2.66,3.08,Medication,6338.0,No,76.15,4708.0,7.05,7961.0,0.47,49.38
1004,Germany,2012,Tuberculosis,Respiratory,18.95,0.85,8.63,19-35,Male,67587,99.31,1.31,5.62,Therapy,48964.0,No,73.41,603.0,3.05,3401.0,0.71,52.18
1008,USA,2001,Parkinson's Disease,Bacterial,9.66,14.45,0.3,61+,Male,773372,53.06,1.89,6.71,Therapy,27665.0,Yes,75.4,1491.0,5.0,69059.0,0.47,21.78
1010,Australia,2013,HIV/AIDS,Neurological,3.69,1.08,3.15,36-60,Other,738159,60.16,1.07,0.81,Therapy,35815.0,No,51.47,2426.0,2.55,8540.0,0.88,77.39
1013,Saudi Arabia,2009,Malaria,Infectious,4.56,7.43,7.02,0-18,Female,285520,84.81,2.95,7.21,Vaccination,24082.0,Yes,98.2,704.0,4.91,41546.0,0.77,22.81
1016,Turkey,2011,Hepatitis,Neurological,8.75,4.13,1.79,0-18,Male,145824,95.29,2.7,8.0,Therapy,30365.0,No,59.23,1233.0,3.34,74656.0,0.81,31.96
1017,Argentina,2008,Leprosy,Viral,19.09,8.74,9.44,61+,Male,458677,86.25,3.17,3.29,Surgery,48877.0,No,52.82,4444.0,4.49,91298.0,0.61,52.81
1020,Italy,2020,Diabetes,Genetic,19.03,8.17,7.32,36-60,Male,871072,50.9,4.31,9.99,Vaccination,19154.0,Yes,83.76,1018.0,1.24,5687.0,0.76,57.99
1023,Australia,2003,Hypertension,Cardiovascular,3.05,8.83,3.08,0-18,Other,414018,67.68,4.82,6.65,Therapy,11208.0,No,75.44,4168.0,4.58,2298.0,0.53,88.58
1040,USA,2012,Cholera,Parasitic,3.23,4.05,2.94,61+,Female,10536,89.72,0.93,2.05,Surgery,39727.0,No,96.18,4321.0,6.74,81225.0,0.51,23.85
1045,South Korea,2005,Cholera,Metabolic,1.9,7.47,9.19,61+,Other,13484,85.9,3.95,4.56,Surgery,14311.0,No,90.42,4576.0,8.65,76220.0,0.58,45.99
1047,USA,2001,Asthma,Bacterial,9.25,0.53,6.49,36-60,Female,804800,89.81,3.46,8.85,Vaccination,35213.0,Yes,60.19,3464.0,8.4,83287.0,0.45,20.68
1049,Italy,2012,Malaria,Parasitic,5.94,7.3,8.11,36-60,Other,670563,69.73,0.95,8.19,Vaccination,49699.0,Yes,51.12,14.0,2.01,13221.0,0.64,41.49
1056,China,2006,COVID-19,Cardiovascular,8.61,3.33,10.0,0-18,Male,94778,62.41,3.13,6.47,Vaccination,2602.0,Yes,69.44,4700.0,0.39,47921.0,0.68,27.63
1057,Russia,2001,Tuberculosis,Cardiovascular,12.88,7.96,9.95,36-60,Female,781428,83.95,4.26,2.23,Medication,34670.0,No,50.65,1067.0,4.62,98646.0,0.89,36.3
1065,UK,2021,Ebola,Cardiovascular,15.1,3.94,6.67,61+,Male,184467,60.35,2.6,5.53,Surgery,41931.0,Yes,73.89,2450.0,7.25,85096.0,0.59,68.28
1067,Argentina,2008,Cholera,Autoimmune,11.46,6.98,3.4,0-18,Other,130653,83.75,3.42,3.88,Vaccination,753.0,No,71.34,1770.0,7.65,99996.0,0.48,62.67
1083,UK,2011,Parkinson's Disease,Chronic,1.62,14.4,5.66,19-35,Female,118633,92.55,4.3,5.67,Vaccination,13822.0,No,96.74,254.0,8.59,30838.0,0.51,70.26
1089,Saudi Arabia,2012,Diabetes,Autoimmune,5.46,14.25,9.91,61+,Male,572474,86.12,3.5,4.7,Surgery,15006.0,Yes,87.76,2670.0,8.61,36013.0,0.5,30.72
1096,Argentina,2010,Tuberculosis,Neurological,12.35,13.69,3.41,36-60,Female,358533,71.6,1.52,5.72,Vaccination,43071.0,No,52.11,158.0,7.65,72575.0,0.84,27.95
1097,South Africa,2007,Hypertension,Genetic,5.18,14.95,1.19,36-60,Male,567221,98.26,3.63,7.94,Vaccination,10047.0,Yes,75.64,2434.0,1.31,61059.0,0.45,22.56
1099,Mexico,2009,Leprosy,Bacterial,12.35,10.87,9.46,19-35,Female,510864,90.36,1.88,6.48,Vaccination,25681.0,Yes,94.41,3007.0,0.12,57155.0,0.68,42.62
1103,Turkey,2010,Parkinson's Disease,Metabolic,11.35,14.26,1.61,61+,Male,823235,98.72,1.12,8.5,Surgery,18432.0,No,70.13,2450.0,1.59,24071.0,0.57,56.18
1106,Japan,2005,Hypertension,Parasitic,8.85,11.02,1.9,36-60,Female,242595,79.66,2.82,6.5,Surgery,42425.0,Yes,55.75,4868.0,5.24,91270.0,0.63,58.77
1109,Russia,2015,Rabies,Neurological,16.84,2.84,2.76,36-60,Male,406332,52.37,4.82,2.87,Surgery,12212.0,Yes,67.93,986.0,5.75,19554.0,0.55,70.98
1115,USA,2005,Malaria,Genetic,15.64,13.95,6.13,19-35,Male,135240,72.56,4.74,1.35,Vaccination,16320.0,No,98.56,709.0,2.71,89780.0,0.86,79.71
1117,India,2003,Influenza,Infectious,6.88,6.9,5.85,36-60,Female,106071,97.77,4.69,7.7,Vaccination,10800.0,Yes,78.2,4159.0,0.92,14314.0,0.76,60.99
1119,Turkey,2017,Cholera,Autoimmune,1.19,8.57,6.37,0-18,Other,665277,99.29,3.46,5.73,Medication,16670.0,Yes,85.49,3454.0,1.26,86092.0,0.64,71.22
1120,Nigeria,2002,Cholera,Bacterial,5.19,13.82,1.84,36-60,Male,701741,84.73,3.79,1.1,Medication,1266.0,Yes,55.31,3079.0,1.44,85043.0,0.81,74.35
1121,Saudi Arabia,2010,Cancer,Chronic,3.05,3.04,5.86,36-60,Male,897196,54.51,1.43,3.78,Vaccination,17891.0,Yes,74.2,3344.0,1.81,84057.0,0.43,80.36
1122,Japan,2006,Cholera,Genetic,3.71,2.66,7.09,36-60,Other,133799,59.39,3.51,7.27,Vaccination,38153.0,Yes,85.97,1140.0,8.98,84324.0,0.5,56.16
1123,Japan,2009,Dengue,Parasitic,7.95,7.34,2.25,0-18,Other,418596,94.46,2.69,3.55,Medication,44489.0,Yes,60.99,770.0,2.88,63080.0,0.63,30.53
1126,Germany,2024,Diabetes,Metabolic,9.58,8.0,4.89,61+,Female,331329,96.96,3.9,1.87,Therapy,44694.0,No,98.71,1879.0,8.24,24340.0,0.57,39.58
1134,Japan,2011,Cancer,Metabolic,4.63,2.94,3.12,19-35,Male,140864,76.73,2.88,4.16,Medication,3120.0,No,92.48,1472.0,8.55,31593.0,0.59,89.57
1145,Indonesia,2012,Polio,Genetic,19.22,13.96,8.05,36-60,Female,877164,63.31,4.37,5.32,Vaccination,11716.0,Yes,58.73,4988.0,6.76,78654.0,0.68,79.06
1150,Saudi Arabia,2017,COVID-19,Viral,2.05,13.53,7.53,36-60,Male,428054,78.77,0.74,5.06,Vaccination,23913.0,No,82.29,2498.0,3.24,9389.0,0.84,69.78
1154,China,2011,Polio,Respiratory,0.96,3.66,7.47,36-60,Other,939979,89.41,1.81,1.0,Therapy,39122.0,No,95.1,911.0,8.74,18456.0,0.87,40.92
1158,Australia,2004,Dengue,Bacterial,19.42,2.5,4.22,19-35,Female,97817,80.02,2.31,8.77,Vaccination,26502.0,Yes,73.01,3597.0,6.35,5541.0,0.86,62.82
1166,Brazil,2011,Zika,Neurological,17.98,3.26,4.05,36-60,Other,96588,60.96,4.87,8.04,Vaccination,9974.0,No,53.7,2429.0,0.3,98041.0,0.68,39.4
1174,Turkey,2018,Hypertension,Metabolic,4.6,3.81,4.61,36-60,Male,656400,84.81,2.63,3.55,Therapy,979.0,Yes,86.93,1310.0,7.93,71614.0,0.69,60.19
1175,Argentina,2021,Alzheimer's Disease,Cardiovascular,10.32,1.07,8.94,19-35,Male,737343,88.6,1.8,3.89,Therapy,19206.0,Yes,76.53,4368.0,3.03,45516.0,0.75,89.61
1181,Saudi Arabia,2019,COVID-19,Infectious,10.91,12.85,9.86,0-18,Other,263204,92.24,2.84,4.21,Medication,27322.0,No,58.6,2712.0,1.2,23536.0,0.6,39.18
1185,Brazil,2000,Rabies,Autoimmune,12.95,12.14,1.13,36-60,Other,897464,54.32,0.82,8.05,Surgery,3973.0,No,69.07,2510.0,1.76,82860.0,0.41,70.02
1203,Saudi Arabia,2014,Leprosy,Bacterial,19.09,14.88,1.59,36-60,Other,232975,53.3,2.38,2.81,Therapy,41508.0,Yes,53.52,48.0,4.04,71935.0,0.84,39.88
1211,Japan,2023,Parkinson's Disease,Bacterial,12.96,7.39,0.24,0-18,Male,634961,96.36,1.85,7.81,Therapy,33689.0,Yes,74.09,1137.0,8.58,10682.0,0.53,63.98
1212,Australia,2002,Leprosy,Viral,13.3,3.87,9.14,0-18,Male,631270,55.91,2.06,8.5,Vaccination,22732.0,No,91.62,2354.0,2.49,84757.0,0.52,83.19
1213,South Africa,2005,Rabies,Respiratory,2.64,12.97,2.12,61+,Male,643442,71.91,2.51,6.52,Therapy,17551.0,No,68.35,1652.0,4.65,56950.0,0.58,30.59
1220,Mexico,2010,Rabies,Bacterial,7.15,5.24,4.5,61+,Male,368616,96.53,1.85,1.05,Vaccination,34260.0,No,76.22,3728.0,9.74,5231.0,0.73,46.7
1223,China,2001,Leprosy,Infectious,19.05,4.71,4.77,61+,Male,92424,73.75,2.99,1.57,Surgery,21467.0,No,96.0,4906.0,2.04,31249.0,0.78,74.82
1224,Indonesia,2018,Hypertension,Metabolic,15.08,0.48,5.59,19-35,Female,462346,72.16,1.68,9.19,Vaccination,17856.0,Yes,53.58,1970.0,7.89,53963.0,0.45,84.8
1227,South Korea,2001,Diabetes,Respiratory,16.45,10.16,4.95,61+,Other,70532,51.69,4.53,1.96,Medication,23280.0,No,86.86,2760.0,1.3,96274.0,0.65,83.47
1235,South Africa,2007,Asthma,Autoimmune,10.82,13.59,2.95,19-35,Other,910614,88.63,1.8,5.36,Medication,34382.0,No,63.33,4816.0,8.47,64395.0,0.74,55.42
1238,France,2017,COVID-19,Cardiovascular,0.34,1.99,9.8,36-60,Female,310643,72.04,0.98,3.28,Therapy,4577.0,Yes,97.8,4780.0,8.29,10433.0,0.54,66.23
1241,Italy,2010,COVID-19,Neurological,2.04,1.5,9.3,61+,Other,913913,94.13,4.97,1.65,Surgery,10181.0,No,92.2,4869.0,2.42,10123.0,0.5,24.17
1248,Turkey,2004,Malaria,Bacterial,15.95,2.02,0.19,19-35,Male,326191,77.92,0.77,7.84,Medication,29990.0,Yes,54.86,2090.0,1.99,43946.0,0.81,66.76
1252,Mexico,2014,Cancer,Respiratory,0.19,7.99,4.42,19-35,Female,652659,97.42,0.9,4.83,Therapy,42879.0,Yes,60.68,4299.0,2.91,97276.0,0.81,34.25
1256,UK,2017,Measles,Chronic,19.18,9.86,9.87,0-18,Other,288565,61.25,4.03,2.98,Surgery,28059.0,Yes,76.72,434.0,5.34,29265.0,0.74,30.26
1258,Germany,2014,Asthma,Viral,7.55,7.46,4.52,19-35,Other,575784,65.26,1.99,2.55,Surgery,36028.0,Yes,52.04,3252.0,8.15,47790.0,0.84,68.14
1259,Italy,2023,Cholera,Bacterial,5.02,0.72,5.49,19-35,Female,185426,60.12,2.65,1.28,Medication,33596.0,No,50.86,4168.0,5.97,47193.0,0.77,74.68
1269,India,2020,Polio,Parasitic,16.97,11.7,7.56,61+,Male,832414,84.48,1.25,2.31,Medication,24725.0,No,54.68,677.0,1.18,59980.0,0.84,72.86
1275,Saudi Arabia,2002,Alzheimer's Disease,Chronic,7.86,4.58,2.88,19-35,Male,950633,58.15,1.36,4.94,Vaccination,42592.0,Yes,68.11,3434.0,1.59,91376.0,0.4,39.46
1280,Russia,2017,Diabetes,Metabolic,17.82,8.2,1.28,61+,Female,451620,60.01,1.68,5.04,Vaccination,8137.0,No,51.34,4246.0,3.87,58167.0,0.79,61.12
1293,France,2017,Zika,Viral,19.62,12.11,3.45,36-60,Male,96625,57.99,1.47,3.22,Therapy,36555.0,No,83.82,2047.0,8.39,58040.0,0.75,74.39
1295,France,2021,Parkinson's Disease,Parasitic,19.71,3.51,0.71,36-60,Other,511709,54.23,2.6,0.8,Surgery,12652.0,Yes,90.27,3487.0,6.17,64303.0,0.76,76.05
1296,Brazil,2007,Influenza,Neurological,4.12,1.52,4.14,19-35,Other,535642,77.99,2.5,4.46,Therapy,44425.0,Yes,86.21,1477.0,5.87,66205.0,0.57,72.37
1307,Brazil,2004,Rabies,Infectious,17.91,8.86,5.83,0-18,Other,982608,60.45,0.77,4.4,Vaccination,23427.0,No,67.22,252.0,7.74,30030.0,0.59,24.56
1308,China,2017,Malaria,Autoimmune,3.3,14.08,5.05,0-18,Male,935576,92.88,0.65,7.46,Surgery,17328.0,Yes,51.22,611.0,9.88,54932.0,0.7,78.84
1309,Saudi Arabia,2004,Parkinson's Disease,Viral,10.16,1.92,0.78,36-60,Female,581957,84.45,1.65,3.33,Surgery,38402.0,Yes,96.61,3073.0,2.5,21652.0,0.85,50.16
1316,Mexico,2003,Polio,Parasitic,5.3,12.15,7.68,0-18,Male,691312,52.38,2.81,5.36,Therapy,34162.0,Yes,92.28,519.0,6.32,49659.0,0.44,62.58
1320,Russia,2005,Diabetes,Parasitic,11.93,2.18,5.29,19-35,Other,540989,51.95,0.66,5.87,Therapy,45735.0,Yes,94.81,4318.0,7.58,90943.0,0.53,82.9
1327,Indonesia,2005,Parkinson's Disease,Parasitic,11.25,7.78,2.5,0-18,Female,36739,70.63,2.29,0.63,Medication,47113.0,No,95.58,1878.0,7.36,86623.0,0.53,67.06
1330,China,2012,Zika,Respiratory,10.22,13.95,8.69,19-35,Male,187366,98.44,3.94,9.83,Surgery,8081.0,No,81.11,3106.0,1.65,59657.0,0.57,50.71
1342,South Africa,2017,Cancer,Neurological,3.84,10.42,3.05,0-18,Female,793360,51.86,2.69,2.31,Medication,38429.0,Yes,95.01,7.0,1.73,52056.0,0.71,62.54
1346,Indonesia,2003,Ebola,Respiratory,15.81,14.06,6.42,61+,Other,776973,79.18,4.98,7.29,Surgery,45007.0,No,56.66,4074.0,1.46,78874.0,0.8,85.08
1347,Germany,2011,Rabies,Respiratory,3.5,6.26,6.59,61+,Other,658066,56.94,2.8,3.85,Therapy,47082.0,No,52.16,4445.0,0.99,50720.0,0.53,32.74
1352,Italy,2017,Rabies,Viral,0.83,4.09,1.77,36-60,Female,166734,66.78,4.0,0.55,Vaccination,35074.0,No,65.96,1729.0,5.06,11889.0,0.62,60.46
1354,Brazil,2010,Diabetes,Bacterial,1.55,4.4,9.73,61+,Other,890815,50.33,2.07,8.39,Medication,33649.0,Yes,95.42,1342.0,0.82,24901.0,0.87,30.99
1355,France,2009,Dengue,Neurological,1.5,8.98,0.78,36-60,Other,355582,78.0,1.44,2.76,Surgery,30337.0,No,97.65,4152.0,9.8,53977.0,0.41,65.39
1357,Turkey,2010,Rabies,Metabolic,4.88,3.61,9.71,61+,Female,333645,78.66,2.14,8.4,Vaccination,6183.0,Yes,75.96,3906.0,3.01,56971.0,0.54,20.33
1361,UK,2023,Measles,Infectious,12.01,14.69,8.43,0-18,Other,214230,91.43,2.65,5.57,Medication,188.0,Yes,84.53,1252.0,9.44,9333.0,0.4,36.14
1362,France,2013,Leprosy,Viral,6.36,13.88,9.45,36-60,Female,121566,96.01,4.1,9.03,Vaccination,21359.0,No,98.74,2707.0,6.78,47738.0,0.54,40.66
1364,Germany,2006,Asthma,Infectious,15.49,5.96,2.56,61+,Male,468270,55.18,1.97,2.32,Vaccination,14524.0,Yes,95.55,4465.0,2.76,42093.0,0.48,87.86
1365,Nigeria,2024,Malaria,Autoimmune,5.73,14.29,6.92,0-18,Male,955062,70.95,3.4,6.65,Therapy,9069.0,Yes,92.27,3684.0,4.81,68077.0,0.61,60.44
1367,Indonesia,2009,HIV/AIDS,Respiratory,2.38,5.43,8.14,0-18,Female,252354,63.0,2.37,0.62,Vaccination,42499.0,Yes,85.4,4657.0,6.64,57527.0,0.48,71.3
1372,China,2008,Asthma,Autoimmune,7.32,13.33,0.42,0-18,Female,276034,55.86,2.18,8.75,Therapy,45660.0,No,51.81,4116.0,4.82,3841.0,0.52,37.86
